[00:00:00 -> 00:00:02]  Coming up on Garden Talk.
[00:11:29 -> 00:11:48]  So, I mean, you can have one thing on one label, one on another, but like one might work way better because it's been designed to operate in like that higher salinity environment, containerized gardening, like high turnover crops where like you really want to get the best growth you possibly can as early on and through the entire life cycle of the plant.
[00:11:48 -> 00:11:55]  So it's definitely still beneficial, even if you're using synthetic nutrients in an ionized form.
[00:11:55 -> 00:11:58]  It's still beneficial to have microbes to use microbial inoculants.
[00:11:58 -> 00:12:03]  Oh, most definitely because another cool thing they're able to do, it's called adsorbing.
[00:12:04 -> 00:12:10]  The microbes do kind of the same thing soil particles do when ionic nutrients flow through it.
[00:12:10 -> 00:12:19]  Those nutrients adsorb onto soil particles and then are kind of stuck there until a root comes along with a higher affinity to that ion that's stuck to the soil particle.
[00:12:20 -> 00:12:29]  Microbes kind of act like in that same way where they can adsorb this nutrition and then be able to hold on to it in a plant available form and deliver it to the plant.
[00:12:29 -> 00:12:37]  So you don't, you can, when you're using good microbes, you're able to cut back on your nutrients too, just because you're more efficiently and effectively getting that into the plant.
[00:12:37 -> 00:12:38]  That's so cool.
[00:12:39 -> 00:12:40]  That's really interesting.
[00:12:40 -> 00:12:47]  So, yeah, I mean, the big, big myth that we hear all the time and it's taken a lot of education for people to be like, no, no, no, no.
[00:12:47 -> 00:12:48]  Like you still need to use it.
[00:12:48 -> 00:12:51]  And that's just talking about it in terms of plant nutrition.
[00:12:52 -> 00:12:58]  As a bioprotectant in the soil and prevent, especially if you're in hydroponics, preventing Pythium and Phyphothora.
[00:12:58 -> 00:13:00]  I don't know if you've ever had those in a garden.
[00:13:00 -> 00:13:01]  No.
[00:13:01 -> 00:13:12]  If you're in a hydroponic system and it's connected together like on a central reservoir that can wipe out an entire garden in a day and a half where it turns all your roots, your pearly white roots to just mush.
[00:13:13 -> 00:13:21]  And a good way around not ever having to deal with that is using good microbes in there that act as a bioprotectant in the soil or in whatever media you're using.
[00:13:22 -> 00:13:35]  So the idea is kind of like pest management, but with these pathogens where get the good microbes in there inhabiting the root zone so that when Pythium or Phyphothora shows up, it never has a chance to even take hold.
[00:13:35 -> 00:13:39]  The good microbes are just there and outcompete it for the same resources in the same space.
[00:13:39 -> 00:13:41]  What about hydrogen peroxide?
[00:13:41 -> 00:13:43]  I heard that is a remedy for it.
[00:13:44 -> 00:13:46]  That is one of the remedies.
[00:13:46 -> 00:13:49]  Kind of going with the old style of thinking on things.
[00:13:49 -> 00:13:55]  We're like, I need to keep everything as sterile as I possibly can, like a operating room at a hospital.
[00:13:56 -> 00:13:59]  And I mean, the same thing kind of happens in operating rooms and hospitals.
[00:14:00 -> 00:14:06]  They have pan-resistant bacteria that just like no antibiotics work on.
[00:14:07 -> 00:14:11]  You get into that where like if you're just always sterilizing things, nature is not sterile.
[00:14:11 -> 00:14:16]  And it's really hard, really, really hard to keep things sterile, especially a plant.
[00:14:16 -> 00:14:24]  And you're losing all of the good like bioprotective features of good microbial consortia living in the root zone.
[00:14:24 -> 00:14:28]  Because hydrogen peroxide is going to kill whatever microorganisms you have in there.
[00:14:28 -> 00:14:29]  Good and bad, right?
[00:14:29 -> 00:14:30]  Good and bad.
[00:14:30 -> 00:14:32]  It'll just murk them all.
[00:14:33 -> 00:14:34]  And it's kind of the same thing.
[00:14:34 -> 00:14:37]  Have you ever noticed people that like go on really heavy antibiotics?
[00:14:38 -> 00:14:41]  They're not the same like initially afterwards.
[00:14:41 -> 00:14:45]  You have to eat a lot of yogurt and probiotics where like it just wiped out your gut microbiome.
[00:14:46 -> 00:14:49]  70% of your immune system is in your gut microbiome.
[00:14:49 -> 00:14:54]  And like it's extremely necessary for your health and everything.
[00:14:54 -> 00:14:55]  There's a direct connection.
[00:14:56 -> 00:14:58]  Just to analogize people to plants.
[00:14:59 -> 00:15:01]  Our intestines are like our root system.
[00:15:02 -> 00:15:05]  Where they're inhabited by our microbiome that lives in there.
[00:15:05 -> 00:15:08]  They help break stuff down and deliver the nutrition to us.
[00:15:08 -> 00:15:14]  Your gut is connected directly to your vagus nerve all the way straight to your brain.
[00:15:14 -> 00:15:24]  And they're starting to find more and more that the consortia or the proportions of different microbes that are in your gut can have a huge turn on effect for more than just like your gut health.
[00:15:24 -> 00:15:35]  Like there are certain ones that like they're starting to find like might have more to do with like anxiety and depression or different middle disorders are really just an imbalance in your gut microbiome.
[00:15:36 -> 00:15:37]  Wow, that's really interesting.
[00:15:37 -> 00:15:40]  And then kind of sticking to the topic of the amount of microbes.
[00:15:41 -> 00:15:43]  Let's talk about CFU colony forming unit.
[00:15:43 -> 00:15:45]  So I've got some recharge right here.
[00:15:45 -> 00:15:47]  I've got a microbial inoculant recharge.
[00:15:48 -> 00:15:50]  It says what the microbe is and then next to it.
[00:15:50 -> 00:15:55]  It says for example, 6.4 CFU slash G.
[00:15:55 -> 00:15:57]  So what is what does that mean?
[00:15:57 -> 00:15:58]  What is a colony?
[00:15:58 -> 00:15:59]  What is CFU colony forming unit?
[00:16:00 -> 00:16:03]  Why should growers care about it when they're shopping for microbial inoculants?
[00:16:03 -> 00:16:10]  So colony colony colony forming units or CFUs that's in a per gram ratio.
[00:16:11 -> 00:16:17]  So that's how many different like actual spores of that and generally is just used for the mycorrhizae that's in there.
[00:16:17 -> 00:16:25]  But how many active growing spores are in each gram and are able to start to inoculate and grow along the route.
[00:16:25 -> 00:16:35]  So the more the higher the number of CFUs you have the more of the actual spores that are in there and it's not usually a like necessary thing to be on there.
[00:16:35 -> 00:16:40]  So like when you look at soils or like pro-mix HP the pro-mix high porosity with mycorrhizae.
[00:16:41 -> 00:16:47]  It has almost no mycorrhizae in it because they put it in it like a per yard rate and it's really small to begin with but they have mycorrhizae on the label.
[00:16:48 -> 00:16:58]  Where something else like recharge we have a ton of mycorrhizae in there and not just it is a blend of endo and ecto for short day flowering plants.
[00:16:59 -> 00:17:07]  We do run into ecto is really meant for trees like Christmas trees is a really good example where it branches out away from the plant.
[00:17:07 -> 00:17:15]  Ecto meaning it's it's outside of they've had different studies and stuff where they had like a whole commercial Christmas tree farm.
[00:17:16 -> 00:17:22]  And they decided to put a fence around it that fence when they did it they like cut through the ground.
[00:17:24 -> 00:17:31]  It was surrounded by a forest they cut off that Christmas tree farm from its mycorrhizal network to the force that's around it.
[00:17:32 -> 00:17:43]  And when it did that it put the whole Christmas tree into the Christmas tree farm and decline because that mycorrhizal network was using the forest around it to support those trees growing there.
[00:17:43 -> 00:17:48]  Not necessarily that they had all the nutrients they needed right where they were but the force was able to support that.
[00:17:48 -> 00:17:57]  And when they put that fence in it cut it off from everything and they like drastically noticed that their force was going or that their Christmas tree farm was going into decline.
[00:17:58 -> 00:17:59]  That's insane.
[00:17:59 -> 00:18:00]  That's so crazy.
[00:18:01 -> 00:18:07]  I want to bring it back to what you said, which you had mentioned that there was a product that has mycorrhizal on it, but it's like barely anything right?
[00:18:08 -> 00:18:19]  So I've actually interviewed somebody on this podcast before and this person had said that some products on the market today don't have enough CFUs to actually be effective.
[00:18:19 -> 00:18:28]  I want to kind of highlight that point that there could be some products out there where they're on the label, but there's really not enough amount to be effective.
[00:18:28 -> 00:18:31]  Now when we go through these individual microbes here, I don't know.
[00:18:31 -> 00:18:34]  I'm kind of kind of putting you under the gun here.
[00:18:34 -> 00:18:43]  If you have any information on what CFU should be for each of these microbes as we go through of it, please, you know, let us know so we're not getting ripped off here.
[00:18:43 -> 00:18:44]  Oh for sure.
[00:18:45 -> 00:18:52]  But generally it's look for the highest numbers you can find just in my opinion having more good microbes in there.
[00:18:52 -> 00:19:02]  Like those populations will figure themselves out once they're in the soil and into that environment where they actually start to get selected for the environment that they're in.
[00:19:03 -> 00:19:06]  But yeah, generally just a bigger number is better in this case.
[00:19:07 -> 00:19:09]  And so we don't really need to worry about like a balance.
[00:19:09 -> 00:19:16]  We don't have to like look at the back of the label and say, well, this only has this CFUs, but this has a lot higher and it might throw off the diversity.
[00:19:16 -> 00:19:17]  Do we have to worry about that?
[00:19:18 -> 00:19:24]  So that's so like labeling with things is a big game that you have to play.
[00:19:25 -> 00:19:26]  The back of labels.
[00:19:26 -> 00:19:31]  It's almost always even your fertilizers that you buy where it'll have like 20-20-20 on the side of it.
[00:19:32 -> 00:19:34]  That's a guaranteed minimum.
[00:19:34 -> 00:19:38]  That's not necessarily saying like the exact proportion of everything that's in there.
[00:19:40 -> 00:19:43]  So it's it's so hard and like soil.
[00:19:43 -> 00:19:46]  They don't have to list the ingredients in order of what's in there the most.
[00:19:46 -> 00:19:51]  They put mycorrhizae first and list everything else because they think people will just think it's the same rules for food.
[00:19:51 -> 00:19:54]  We're like the thing that's in there and the highest amount is in there.
[00:19:55 -> 00:20:04]  So I mean, it's kind of hard without actually trying stuff or getting it tested is even better to see like what it actually tests out at.
[00:20:04 -> 00:20:05]  Wow.
[00:20:05 -> 00:20:06]  I didn't know that about.
[00:20:06 -> 00:20:06]  Yeah.
[00:20:06 -> 00:20:08]  I thought the order was in just like food.
[00:20:08 -> 00:20:10]  I thought the order it was in was the most amount.
[00:20:11 -> 00:20:11]  Yeah.
[00:20:11 -> 00:20:15]  No, it's it's all a game of guaranteed minimums on those things.
[00:20:15 -> 00:20:20]  So that makes it like as the end consumer I could deal with it all the time with regulatory bodies and stuff.
[00:20:20 -> 00:20:31]  But the end consumer it's really hard to look at something and just like by the back of it be able to know if like one if that is completely truthful or yeah, it's it just makes it really difficult.
[00:20:32 -> 00:20:37]  I can't say with recharge everything is in there far exceeds what we have on the label.
[00:20:37 -> 00:20:41]  That was like we just put a lower number on there to be safe with everything.
[00:20:41 -> 00:20:45]  There's a lot more of those microbes in there when you actually get it tested.
[00:20:46 -> 00:20:46]  Gotcha.
[00:20:46 -> 00:20:48]  And just a touch on recharge real quick.
[00:20:48 -> 00:20:50]  So that's a microbial inoculant.
[00:20:50 -> 00:20:59]  It's got a whole bunch of different things in there along bunch of beneficial microbes along with like help molasses humic acids fulvic acids amino acids.
[00:21:00 -> 00:21:02]  We we really like to think about that more.
[00:21:03 -> 00:21:05]  There's a lot of microbial inoculants out there.
[00:21:05 -> 00:21:15]  This one comes together like a really good instant compost tea where not only does it have the wide range of bacillus in there that are targeted at horticulture and agricultural systems.
[00:21:15 -> 00:21:20]  It's got the trichoderma fungi molasses is a food stock for everything.
[00:21:20 -> 00:21:21]  They're built on kelp as a carrier.
[00:21:21 -> 00:21:27]  It's got the L amino acids and a lot of people don't realize with amino acids if they're not in their L form.
[00:21:27 -> 00:21:29]  They are not plant available at all.
[00:21:30 -> 00:21:35]  So like it has to be L amino acids or your plants not going to be able to utilize them at all.
[00:21:35 -> 00:21:38]  And then humic and fulvic acids which just act as like key laters.
[00:21:39 -> 00:21:44]  So they help the micros be able to do their job a little bit more effectively.
[00:21:44 -> 00:21:57]  So not only are the key laters they act as kind of catalyst for biological reactions to where they lower the energy of activation needed to start a reaction so that it's just a more efficient metabolism going on in there.
[00:21:57 -> 00:21:58]  Gotcha.
[00:21:58 -> 00:22:02]  And just for Trump's transparency purposes, what's your affiliation with recharge?
[00:22:03 -> 00:22:06]  I am an operations manager over at recharge.
[00:22:06 -> 00:22:11]  So yeah, I do have gotcha represent just being just being transparent.
[00:22:11 -> 00:22:12]  Yeah, exactly.
[00:22:12 -> 00:22:13]  Yeah, I do work for them.
[00:22:13 -> 00:22:13]  Yep.
[00:22:13 -> 00:22:14]  Yep.
[00:22:14 -> 00:22:15]  No, it makes sense.
[00:22:15 -> 00:22:24]  But it is a great product something I use in my garden off and on like I mentioned in Scotty's episode is like I try to switch things up for my viewers, you know, and I have to do the same thing over and over again.
[00:22:24 -> 00:22:25]  Viewers get bored.
[00:22:25 -> 00:22:29]  So every once in a while, I'll kick in some recharge, but I love it.
[00:22:29 -> 00:22:30]  So it's good.
[00:22:30 -> 00:22:31]  Very nice.
[00:22:32 -> 00:22:36]  Now, let's get into some of the individual microbes.
[00:22:36 -> 00:22:39]  You have knowledge on quite a bit of them.
[00:22:39 -> 00:22:42]  Let's start with trichoderma want to talk to us about that?
[00:22:42 -> 00:22:45]  Okay, trichoderma is one of my favorite ones.
[00:22:46 -> 00:22:48]  It is a voracious decomposer.
[00:22:48 -> 00:22:59]  It's probably the class I would put it in like it's origin story of where trichoderma actually started comes from a single point of contact in the South Pacific during World War Two.
[00:22:59 -> 00:23:06]  Um, they had set up camp somewhere like in the monsoon season in the South Pacific believe in the Philippines.
[00:23:06 -> 00:23:07]  They had wax canvas tents everywhere.
[00:23:07 -> 00:23:08]  Like at that time.
[00:23:08 -> 00:23:10]  That's what everyone was using.
[00:23:10 -> 00:23:18]  They had set up camp within three days their wax canvas tents, which are extremely waterproof and just resistant to anything going on.
[00:23:18 -> 00:23:28]  Environmentally started literally melting away and it's because they had come into contact with some trichoderma fungi that was collected as a sample.
[00:23:28 -> 00:23:32]  Brought back to labs and then a lot of work has been done with it since then.
[00:23:32 -> 00:23:36]  It's used in a lot of industrial processes that like never really get mentioned.
[00:23:36 -> 00:23:38]  It's used in stone washing jeans.
[00:23:40 -> 00:23:41]  Trying to think of something else.
[00:23:41 -> 00:23:55]  It's used in but in gardening they found out that it is able to really really really quickly break down those organic nutrients that you'd be putting into your soil so that they are able to get to a plant available form much faster.
[00:23:56 -> 00:24:07]  And yeah, I mean it also is very competitive with other fun guys that are around and is able to outcompete most of the pathogenic ones that it's going to come into contact with.
[00:24:07 -> 00:24:11]  And so there are different strains of it.
[00:24:12 -> 00:24:13]  Just kind of looking at recharge.
[00:24:14 -> 00:24:15]  It's a let's see.
[00:24:15 -> 00:24:15]  What do you got?
[00:24:15 -> 00:24:17]  You got trichoderma resea.
[00:24:18 -> 00:24:20]  I'm going to butcher these names by the way.
[00:24:20 -> 00:24:21]  So fair warning.
[00:24:21 -> 00:24:24]  These names are easily be able to be butchered.
[00:24:25 -> 00:24:26]  Trichoderma horizontal.
[00:24:27 -> 00:24:28]  Horizontal.
[00:24:28 -> 00:24:30]  Horizontal.
[00:24:31 -> 00:24:33]  Sorry, I struggle with that one too.
[00:24:34 -> 00:24:38]  Do you have anything to add like on those specific types of strains?
[00:24:38 -> 00:24:46]  It's not it's not super necessary to go into like the specific strains of those just that trichoderma is like a class.
[00:24:47 -> 00:24:51]  It is very quick at breaking stuff down, especially organic nutrients.
[00:24:52 -> 00:24:54]  It's like a single celled.
[00:24:54 -> 00:24:55]  Fungi.
[00:24:55 -> 00:25:07]  So it's not where it's going to have like mushrooms growing off of the top of it or anything like that, but it really is able to get in there and it's good for bioprotection and preventing any of those root pathogens from popping up.
[00:25:07 -> 00:25:07]  Okay.
[00:25:07 -> 00:25:08]  Gotcha.
[00:25:08 -> 00:25:11]  Another one that bacillus, you know, let's move on to that.
[00:25:11 -> 00:25:19]  I see the bacillus in almost every single one of the micro products that I that I have and looks like you guys got three different strains of it.
[00:25:19 -> 00:25:20]  Is that right?
[00:25:20 -> 00:25:22]  Strains different strains of them?
[00:25:22 -> 00:25:22]  Yeah.
[00:25:23 -> 00:25:23]  Yeah.
[00:25:23 -> 00:25:24]  Strains of them.
[00:25:25 -> 00:25:26]  Talk to us about bacillus.
[00:25:26 -> 00:25:28]  So bacillus is really cool.
[00:25:28 -> 00:25:34]  It is one of the like real turn-on effects in microbial inoculants.
[00:25:35 -> 00:25:40]  Most people give the credit to mycorrhizae and that's been like a buzzword for years in gardening.
